Event Type,Title,Description,Date,Time,Event URL
Fitness/styrketræning Aerobic,Aerobic,"Vore aerobictimer er tilpasset så alle kan deltage. Der laves små serier kombineret med hop og løb. Det er fedtforbrændende og konditionstrænende. Husk måtte til gulvøvelser, hvor der trænes mave og ryg.",Man. 27. apr. 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810233
Andet motionstilbud Krolfspil for senior,Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Man. 27. apr. 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810695
Vandretur/stavgang Stavgang/ gåture,Stavgang/ gåture,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Man. 27. apr. 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810800
Fitness/styrketræning Styrke/ryg træning,Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk vandflaske og en måtte til gulvøvelserne.",Man. 27. apr. 2026,10.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810408
Dokumentar I Swear,I Swear,"I dramaet 'I Swear' fortælles den sande historie om en sand ener, John Davidson.",Man. 27. apr. 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879655
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Man. 27. apr. 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879287
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Man. 27. apr. 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879606
Action/Drama De forbandede år 3 - Fredens pris,De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Man. 27. apr. 2026,11.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880306
Andet motionstilbud Mandehørm (styrke for mænd),Mandehørm (styrke for mænd),"Som navnet siger - styrke kun for mænd. Der arbejdes med vægte så ""bøfferne"" holdes ved lige. Endvidere styrke af ryg og mave. Bækkenbunds træning er ikke kun for kvinder. Kom og lær din bækkenbund at kende.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810467
Andet motionstilbud Stram op,Stram op,"Efter ca. 35 min. ""opvarmning"", hvor pulsen stiger, strammer vi maven, ballerne, lårene og ryggen op med forskellige øvelser. Med og uden elastikker. Husk vandflaske og måtte til gulvøvelserne.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810705
Andet motionstilbud Deltag i turneringer. Få åbningskendskab,Deltag i turneringer. Få åbningskendskab,Deltagelse i klubturneringen. Deltagelse i holdturneringen mod spillere fra andre klubber. Teori og åbningskendskab.,Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810248
Science Fiction Project Hail Mary,Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Man. 27. apr. 2026,13.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879398
Action/Drama The Drama,The Drama,"Filmen 'The Drama' handler om et lykkeligt par, hvis forhold bliver sat på prøve, da en uventet indrømmelse kommer på bordet. Emma og Charlie elsker hinanden og glæder sig til både bryllup og et liv sammen.",Man. 27. apr. 2026,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879652
Gymnastik/aerobic Motionsdamer,Motionsdamer,Traditionel motionsgymnastik for damer. Alle kan deltage uanset alder og skavanker.,Man. 27. apr. 2026,15.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810492
Action/Drama De Forbandede År 3 - Fredens pris - Dk. tekster,De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19848187
"Lyrik/oplæsning, Børn Bogklubben Bogmestrene: mandagsklubben",Bogklubben Bogmestrene: mandagsklubben,"Vær med i børnebibliotekets bogklub, hvor der kun er tre regler!",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346304
Andre Film Hamnet,Hamnet,"'Hamnet' er en film om kærlighed og tab, og handler om, hvad der inspirerede til skabelsen af Shakespeares tidløse mesterværk Hamlet.",Man. 27. apr. 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847345
Lyrik/oplæsning Litterær Salon: Meter i sekundet,Litterær Salon: Meter i sekundet,"Sammen med Kolding Teaterforening inviterer vi til læsekreds, spisning og forestilling.",Man. 27. apr. 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19358217
"Danseundervisning, Børn Linedance / Absolut Begynder",Linedance / Absolut Begynder,For dem der aldrig har prøvet linedance før.,Man. 27. apr. 2026,17.55,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810051
"Andet boldspil, Børn Floorball U9-U11",Floorball U9-U11,"Husk indendørssko og gerne sportstøj, vi sørger for resten :-).",Man. 27. apr. 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810621
Andet Fællesskab & Forkælelse - en aften for krop og sind hos Dorotheas Badestue,Fællesskab & Forkælelse - en aften for krop og sind hos Dorotheas Badestue,"Kreds Kolding inviterer til Fællesskab & Forkælelse - en aften for krop og sind hos Dorotheas Badestue ved slotssøbadet i Kolding. Vi glæder os til at møde dig/jer.

  Arrangeret af Kræftforeningen Tidslerne.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19725287
"Løbetræning/jogging, Børn Gå-/Løbe-fællesskab",Gå-/Løbe-fællesskab,"Gå- & løbe-fællesskab, hvor minimum en frivillig fra HG&IF deltager på holdene. Så har du svært ved at komme afsted selv, så kom og vær med. Det forpligtiger lidt mere når man ved andre venter :-). Der er 3 niveauer: 1) Gå-holdet.",Man. 27. apr. 2026,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810761
"Danseundervisning, Børn Hip Hop/ Funk (10-12 årige)",Hip Hop/ Funk (10-12 årige),"Er du vild med at danse foran spejlet? Og kan du ikke sidde stille, når der sættes musik på? Til hiphop/funk sætter vi gang i festen. Der vil blive arbejdet med koreografier, attitude og styrketræning.",Man. 27. apr. 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810676
For børn Ungdomstræning,Ungdomstræning,"Badminton i Kolding KFUM Badminton er for alle uanset niveau. Hos os er det vigtigt at have det sjovt når man dyrker motion og sport, derfor er der ingen krav om hverken niveau eller kondition.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810830
"Danseundervisning, Børn Linedance / Begynder",Linedance / Begynder,For dem der kender lidt til grundtrin.,Man. 27. apr. 2026,18.05,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810708
Andet motionstilbud Mma - for alle,Mma - for alle,"Muay Thai og MMA træning for nye og erfarende udøvere. Holdet giver plads til at nørde basis-teknik, udvikle skills og skabe flow - uanset om du er helt ny eller allerede træner fast.",Man. 27. apr. 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810440
Foredrag Kim Fupz Aakeson,Kim Fupz Aakeson,"Kim Fupz Åkeson fortæller om romanen ""Skyggen foran mig"". En mand løslades efter mange år i fængsel og flytter ind hos en gammel ven. Han er som et barn, uden pas, uden sundhedskort, uden NemID. Det eneste han har, er en ide om at gå helt til Verdens Ende.

  Arrangeret af Litteratur6000.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19415361
Gymnastik/aerobic Motionsherrer,Motionsherrer,Traditionel motionsgymnastik for herrer. Alle kan deltage uanset alder og skavanker. Holdet er meget socialt og har et godt sammenhold.,Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810714
Foredrag Litteratur6000: Kim Fupz Aakeson: Skyggen foran mig,Litteratur6000: Kim Fupz Aakeson: Skyggen foran mig,"Kim Fupz Aakeson fortæller om ""Skyggen foran mig"".",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19455992
Andet motionstilbud Kom og spil kegler - hver mandag aften (55+ år),Kom og spil kegler - hver mandag aften (55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Man. 27. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810579
"Danseundervisning, Børn Linedance / Begynder +",Linedance / Begynder +,For dem der kender de fleste grundtrin.,Man. 27. apr. 2026,19.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810209
Gymnastik/aerobic Rytme Quinder,Rytme Quinder,Moderne rytmegymnastik. Sæsonen afsluttes med ca. 3 opvisninger.,Man. 27. apr. 2026,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810031
Andet boldspil Mixhold voksen,Mixhold voksen,"Fælles opvarmning hvor alle kan være med, øvelser og afslutter ofte med kamp. God stemning og fokus på at der er plads til alle.",Man. 27. apr. 2026,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810541
Anden forestilling Spillet om H2O,Spillet om H2O,,Man. 27. apr. 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18739244
Skuespil Meter i sekundet,Meter i sekundet,"Stine Pilgaards anmelderroste bestseller og den efterfølgende filmatisering blev en kæmpe succes. I Folketeatrets komedie inviteres alle til et musikalsk og komprimeret højskoleophold i Velling.

  Arrangeret af Kolding Teaterforening.",Man. 27. apr. 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19157404
Andre Film Father Mother Sister Brother,Father Mother Sister Brother,"Er den nye, længeventede film fra manuskriptforfatter / instruktør Jim Jarmusch.",Man. 27. apr. 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847466
"Danseundervisning, Børn Linedance / Let øvet",Linedance / Let øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Man. 27. apr. 2026,20.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19810068
Thriller/Gyser Lee Cronin's The Mummy,Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Man. 27. apr. 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878826
Foredrag På sporet af Trapholts historie,På sporet af Trapholts historie,"Hvordan hænger to tandlæger, en berømt æbleplantage og kunstmuseet Trapholt sammen? Kolding Stadsarkiv inviterer publikum indenfor i arkivets maskinrum, hvor vi går på opdagelse i historien om Trapholts tilblivelse.",Tir. 28. apr. 2026 17:00-18:30,17:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19839696
Folk/Vise/Country Vores Kim Larsen - Mark & Christoffer med gæst Justine Boesen,Vores Kim Larsen - Mark & Christoffer med gæst Justine Boesen,"Tag med på en musikalsk rejse gennem Kim Larsen og Gasolins legendariske univers, når duoen Mark & Christoffer i selskab med den talentfulde folkemusiker Justine Boesen inviterer til en akustisk hyldest til en af Danmarks største sangskrivere.",Tir. 28. apr. 2026 19:30 - 21:30,19:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19802233
Andet motionstilbud Motionsgymnastik,Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813588
Andet motionstilbud Bodybike,Bodybike,Fuld fart på pedalerne og gang i svedproduktionen. HUSK vand og spinningsko. Her er konditionstræning for alle pengene.,Tir. 28. apr. 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813835
Andre Film Børnebiffen - Filmpakke 1 - Fra 3 år,Børnebiffen - Filmpakke 1 - Fra 3 år,"Den lille ridder. Instruktør: Per Fly. Der var engang en lille dreng, som boede i et rige, hvor skænderier, slåskampe, raseri og vrede var forbudt, så der var ikke længere brug for riddere.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19785330
Fitness/styrketræning Styrke/ryg træning,Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte til gulvøvelser.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813595
Gymnastik/aerobic Vandgymnastik,Vandgymnastik,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813572
Fitness/styrketræning Intervaltræning,Intervaltræning,"Med et antal trænings skift, veksler man mellem øvelser for både styrke og kondition. Inden for kort tid opnår man stor effekt. Der er fuld fart på, og man får virkelig sved på panden og pulsen op. Så kom og prøv.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19814087
Tegnefilm/Animation Mission: Bæver,Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Tir. 28. apr. 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879442
Action/Drama De forbandede år 3 - Fredens pris,De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tir. 28. apr. 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879418
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tir. 28. apr. 2026,16.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879279
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Tir. 28. apr. 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880591
Danseundervisning Let's Dance,Let's Dance,"Ved brug af skøn musik til mange forskellige dansearter, sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder, hvis bare.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813587
Andet motionstilbud Kom og spil kegler (For alle niveauer - 55+ år),Kom og spil kegler (For alle niveauer - 55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19813828
"Andre Film Ilden, Vandet, Jorden, Luften","Ilden, Vandet, Jorden, Luften","Klimaforandringerne er her nu - også i Danmark og i hele Norden. Skovbrande breder sig i Sverige, havene stiger i Danmark, stormene bliver voldsommere på Færøerne, og landskabet skrider i Norge. Naturen giver os tydelige tegn.",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847243
Komedie/Romantik Klassefesten 4 - Venner for livet,Klassefesten 4 - Venner for livet,"I den danske komedie 'Klassefesten 4 - Venner for livet' er kammeraterne tilbage for fjerde gang! Men, intet er som det plejer!",Tir. 28. apr. 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879290
Dokumentar I Swear,I Swear,"I dramaet 'I Swear' fortælles den sande historie om en sand ener, John Davidson.",Tir. 28. apr. 2026,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19880082
Gudstjeneste Gudstjeneste med nadver,Gudstjeneste med nadver,,Tir. 28. apr. 2026,14.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783606
Komedie/Romantik Minder om ham,Minder om ham,"Efter løsladelsen fra fængslet forsøger en kvinde at genopbygge relationen til sin unge datter, men møder modstand fra alle - undtagen en barejer med en særlig forbindelse til barnet.",Tir. 28. apr. 2026,14.50,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19879445
