Title,Description,Date,Time
Nive & The Deer Children,"Varme fortællinger og arktisk mystik møder americana-folk i det magiske univers, som Nive & the Deer Children har døbt inuit-indie. Nive & The Deer Children er en uforglemmelig rejse ind i et musikals.",Tor. 23. apr. 2026,See description
KlimaHandledag - Vi syr for Mødrehjælpen,"Kom og vær med til at sy muleposer, dukkesengetøj og krea-forklæder til Mødrehjælpen.",Tor. 23. apr. 2026 10:00 - 20:00,10:00
Bogreception: Den Blodrøde Å - novellesamling om Slaget ved Kolding,"Ib Søby er forfatter til den anmelderroste historiske roman 6. juli (2013) og udkommer foråret 2026 med novellesamlingen Den Blodrøde Å, som kredser om slaget ved Kolding.",Tor. 23. apr. 2026 16:30 - 18:00,16:30
Klimahandledag - bålhygge med pandekager og lokale råvarer fra æblehaven,"Alle er velkomne til et par hyggelige timer i bålhytten bag Simon Peters Hus. Vi bager pandekager med og uden brændenælder - vi bager snobrød og rister skumfiduser og spiser honningkager. og det hele krydres med kirkebiernes honning og æblemos og -saft.

  Arrangeret af Simon Peters Kirke.",Tor. 23. apr. 2026 16:30-18:30,16:30
Crafternoon Tea,"Er du interesseret i mending, syning & upcycling? Eller måske strik, hækling & broderi?",Tor. 23. apr. 2026 17:00 - 20:00,17:00
Foredrag: Slaget ved Kolding - helte og spioner,Tag med til et levende og medrivende foredrag på Museum Kolding i anledning af 177-årsdagen for det voldsomme by-slag under Treårskrigen.,Tor. 23. apr. 2026 19:00 - 21:00,19:00
TorsdagsSmagning - Glasset & Gaflen - Forår,"Til denne TorsdagsSmagning afholder vi vores populære arrangement GLASSET & GAFLEN. Denne aften med temaet FORÅR. I samarbejde med SAMVÆR, præsenteres der 5 serveringer, hvor der matches 5 dejlige vine.",Tor. 23. apr. 2026 19:00-21:30,19:00
Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tor. 23. apr. 2026,See description
Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte.",Tor. 23. apr. 2026,09.30
Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Tor. 23. apr. 2026,09.30
Vandreture,"Ture ud i naturen i omegnen af Kolding med fokus på fællesskab, socialt samvær, motion og gode historier. Der er altid en pause, hvor den medbragte kaffe nydes.",Tor. 23. apr. 2026,09.30
Stavgang,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Tor. 23. apr. 2026,11.30
Torsdagscafe,Er det muligt at gøre en uret god igen. Thomas Bjerg Mikkelsen vil komme med fortsættelser til hans bog: Alle vil bare elskes.,Tor. 23. apr. 2026,See description
Knæ / hoftetræning,"Har du problemer med knæ og hofte, er dette hold noget for dig. Musklerne i benet har sammenhæng med. musklerne i hofte. På holdet arbejdes der med specifik styrketræning til disse muskler. I opstarten vil det.",Tor. 23. apr. 2026,10.15
I Swear,"I dramaet 'I Swear' fortælles den sande historie om en sand ener, John Davidson.",Tor. 23. apr. 2026,11.30
Affektionsværdi,"Joachim Triers 'Affektionsværdi', som vandt Grand Prix i Cannes, følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det.",Tor. 23. apr. 2026,11.30
Michael,'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde.,Tor. 23. apr. 2026,11.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tor. 23. apr. 2026,11.45
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tor. 23. apr. 2026,11.50
Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Tor. 23. apr. 2026,16.40
Gym Stick-----styrketræning,"Gymstick muliggør en effektiv træning af styrke, udholdenhed, bevægelighed og koordination. Det er muligt. at lave mange øvelser for at træne hele kroppen samt målrettet arbejde for enkelte muskelgrupper.",Tor. 23. apr. 2026,12.15
Yoga,"Deltagerne på holdene giver udtryk for, at hele kroppen bliver arbejdet godt igennem i et roligt tempo, at de kommer ud i yderstillinger og bliver mere smidige.",Tor. 23. apr. 2026,12.15
En kage til præsidenten,"Iraks officielle Oscar-kandidat 2026! Vinder af Camera D'Or på Cannes Film Festival. Irak, 1990'erne.",Tor. 23. apr. 2026,See description
Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Tor. 23. apr. 2026,14.15
Marty Supreme,I det tempofyldte drama 'Marty Supreme' træder Timothée Chalamet ('Dune') ind i rollen som den ihærdige Marty Mauser - en und mand med en stor drøm!,Tor. 23. apr. 2026,14.45
Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Tor. 23. apr. 2026,15.30
Ungdomstræning for 5-18 årige,"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tor. 23. apr. 2026,See description
Kolding Børnehøjskole,"På Kolding Børnehøjskole tilbyder vi kurser, hvor børn kan fordybe sig og lære noget om det, som de er sammen om. Vores mål er at gøre verden større for de mindste. Vi tror på, at selv store ting kan skabes i det små, og af de små.",Tor. 23. apr. 2026,See description
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tor. 23. apr. 2026,16.30
Fællessang i Kirken,,Tor. 23. apr. 2026,16.30
Klima Handledag,,Tor. 23. apr. 2026,16.30
Father Mother Sister Brother,"Er den nye, længeventede film fra manuskriptforfatter / instruktør Jim Jarmusch.",Tor. 23. apr. 2026,See description
U7 mix,En tryg og sjov start på dit barns håndboldeventyr. Medbring sko og tøj man kan bevæge sig i.,Tor. 23. apr. 2026,17.45
Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tor. 23. apr. 2026,See description
Lytteklubben Musik uden grænser,"En rocklytteklub, hvor man graver god musik frem for hinanden og i fællesskab lytter koncentreret.",Tor. 23. apr. 2026,See description
"Smagsaften med gobelinerne: magt, myter og mennesker","Oplev en særlig aften, hvor tre gobeliner fra ""Vævede mesterværker"" danner afsæt for en sanselig smagsrejse gennem magt, myter og menneskelige fortællinger, og hvor du selv skaber dit eget kunstneriske måltid.",Tor. 23. apr. 2026,17:00
Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tor. 23. apr. 2026,17.15
Junior squash for alle 6-16 årige,Mangler din søn eller datter en ny sportsgren?. SÅ ER DET SQUASH! Squash er sjovt for alle aldre - squash er blandt verdens sundeste sportsgrene & squash er motion!,Tor. 23. apr. 2026,17.30
"Oplæg med Lau Svenssen - indsigt, erfaring og viden","Dansk Aktionærforening har fornøjelsen af at byde velkommen til. Lau Svenssen , en af Danmarks mest erfarne og anerkendte aktieanalytikere og medstifter af. Svenssen & Tudborg.",Tor. 23. apr. 2026,17.30
Linedance / Øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Tor. 23. apr. 2026,17.30
Fodbold alle torsdage kl. 18.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Tor. 23. apr. 2026,See description
Menighedsrådsmøde,,Tor. 23. apr. 2026,See description
The Drama,"Filmen 'The Drama' handler om et lykkeligt par, hvis forhold bliver sat på prøve, da en uventet indrømmelse kommer på bordet. Emma og Charlie elsker hinanden og glæder sig til både bryllup og et liv sammen.",Tor. 23. apr. 2026,18.30
Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i kluben og prøv omdet er noget for dig.,Tor. 23. apr. 2026,18.30
Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tor. 23. apr. 2026,18.30
"Ilden, Vandet, Jorden, Luften","Klimaforandringerne er her nu - også i Danmark og i hele Norden. Skovbrande breder sig i Sverige, havene stiger i Danmark, stormene bliver voldsommere på Færøerne, og landskabet skrider i Norge. Naturen giver os tydelige tegn.",Tor. 23. apr. 2026,See description
Fællesklang,"Er du mellem 18 og 35 år og glad for at synge? Så er Fællesklang Kolding det rytmiske kor for dig - helt uden optagelsesprøve! Fællesklang Kolding er et kor for alle mellem 18 og 35 år, der elsker at synge alt fra pophits og gospel til Disney-klassikere.",Tor. 23. apr. 2026,See description
Skriv løs,"Skriver du, og har du lyst til at sidde sammen med andre og skrive? Så kom og vær med til Skriv løs.",Tor. 23. apr. 2026,20.45
Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tor. 23. apr. 2026,See description
Det store 90'er Quiz Show,Vi skal på en tidsrejse til et af de mest farverige og uforglemmelige årtier i musikkens historie. Et årti også kendt som ?Det Glade Årti?,Tor. 23. apr. 2026,19.30
Koncert med Stockholms Mandskör/Kolding Mandskor/Mandhatten,,Tor. 23. apr. 2026,19.30
Grappling and Brazilian jiu-jitsu,Grappling and BJJ for all skill levels.,Tor. 23. apr. 2026,See description
Scream 7,Ghostface vender tilbage! Den legendariske gyserfranchise 'Scream' er tilbage med sit syvende kapitel.,Tor. 23. apr. 2026,See description
Open Mic,,Tor. 23. apr. 2026,21:00
Klassefesten 4 - Venner for livet,"I den danske komedie 'Klassefesten 4 - Venner for livet' er kammeraterne tilbage for fjerde gang! Men, intet er som det plejer!",Tor. 23. apr. 2026,21.15
Klap teaterfestival,Kommer igen til Kolding og os.,Tor. 23. til søn. 26. apr. 2026,23.59
KLAP Teaterfestival,,Tor. 23. til søn. 26. apr. 2026,08:00
Sang-teknik,Arrangeret af FOF Sydjylland.,Tor. 23. apr. til man. 17. aug. 2026 10 mødegange,See description
Metalcafé #13.2,"Metalcaféen er stedet, hvor metalfolket samles og dyrker deres fælles passion. Aftenen indeholder den populære Metal Quiz, en DJ der spiller alle de kendte metal hits og hele 2 livebands, som ingen ve.",Fre. 24. apr. 2026,See description
50 års jubilæum for Krydderurtehaven med Anemette Olesen,"Den kendte forfatter og krydderurteekspert, Anemette Olesen, 'genindvier' den nyrenoverede 50 år gamle krydderurtehave. Kom og vær med til at hylde krydderurterne, der giver både smag og kulør på maden og tilværelsen som sådan.",Fre. 24. apr. 2026 15:30-17:45,15:30
Samsø - heldagstur med frokost,,Fre. 24. apr. 2026,07.15
Sang og spjæt med dagplejerne,"Sang og Spjæt er 30 minutters musik og sang for de mindste og foregår i Vonsild Kirke Alle dagplejere, vuggestuer og hjemmepassere i Vonsild er velkomne til at deltage.",Fre. 24. apr. 2026,09.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Fre. 24. apr. 2026,11.30
Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Fre. 24. apr. 2026,11.30
Minder om ham,"Efter løsladelsen fra fængslet forsøger en kvinde at genopbygge relationen til sin unge datter, men møder modstand fra alle - undtagen en barejer med en særlig forbindelse til barnet.",Fre. 24. apr. 2026,11.45
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Fre. 24. apr. 2026,17.15
Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Fre. 24. apr. 2026,18.20
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Fre. 24. apr. 2026,12.30
Hamnet,"'Hamnet' er en film om kærlighed og tab, og handler om, hvad der inspirerede til skabelsen af Shakespeares tidløse mesterværk Hamlet.",Fre. 24. apr. 2026,See description
Spaghetti Hamlet,,Fre. 24. apr. 2026,See description
Verdens mindste historie,,Fre. 24. apr. 2026,See description
Kaboom,,Fre. 24. apr. 2026,See description
Se!,,Fre. 24. apr. 2026,See description
Maja og den magiske sofa,,Fre. 24. apr. 2026,See description
Gro,,Fre. 24. apr. 2026,See description
Søndag,,Fre. 24. apr. 2026,See description
Hvordan mon?,,Fre. 24. apr. 2026,See description
Farvel gamle Herbert,,Fre. 24. apr. 2026,16.45
Kolonisterne,,Fre. 24. apr. 2026,See description
Kom og spil kegler hver fredag eftermiddag,"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Fre. 24. apr. 2026,See description
Hvem Bestemmer?,,Fre. 24. apr. 2026,13.15
Regnbuebillen,,Fre. 24. apr. 2026,13.30
Den lykkelige bonde,,Fre. 24. apr. 2026,13.30
"Rør mig, rør mig ikke",,Fre. 24. apr. 2026,13.45
Isprinsessen,,Fre. 24. apr. 2026,See description
GræshoppeSalsa,,Fre. 24. apr. 2026,14.15
Birdy,,Fre. 24. apr. 2026,14.15
Sea Stories,,Fre. 24. apr. 2026,14.15
Klassefesten 4 - Venner for livet,"I den danske komedie 'Klassefesten 4 - Venner for livet' er kammeraterne tilbage for fjerde gang! Men, intet er som det plejer!",Fre. 24. apr. 2026,14.20
Den standhaftige Tinsoldat,,Fre. 24. apr. 2026,14.30
Børn af Gaia,,Fre. 24. apr. 2026,14.30
Ulige Uger,,Fre. 24. apr. 2026,14.30
Verdens bedste veninder,,Fre. 24. apr. 2026,14.30
Eftermiddags møde,Kaffe og kage mellem krudt og kugler v/Ruth Birk Christensen Kontaktperson: Rigmor Karstoft 75 56 62 27.,Fre. 24. apr. 2026,14.30
Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Fre. 24. apr. 2026,14.50
Balalajka,,Fre. 24. apr. 2026,See description
Sort Hul,,Fre. 24. apr. 2026,15.15
Michael,'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde.,Fre. 24. apr. 2026,15.40
Konen i Muddergrøften,,Fre. 24. apr. 2026,15.45
"Ilden, Vandet, Jorden, Luften","Klimaforandringerne er her nu - også i Danmark og i hele Norden. Skovbrande breder sig i Sverige, havene stiger i Danmark, stormene bliver voldsommere på Færøerne, og landskabet skrider i Norge. Naturen giver os tydelige tegn.",Fre. 24. apr. 2026,See description
Vi Skal Gøre Det Igen,,Fre. 24. apr. 2026,See description
Hikikomori,,Fre. 24. apr. 2026,See description
